Content,label
"Hi Team,Please have the attached Tax Impact Analysis report for your review. Same has been uploaded on the SharePoint.",MAA TRANSITION ANALYSIS/Ready to Send
Please find the attached tax analysis report.FA,MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please find attached Tax & Overlap Analysis. Same has been uploaded on share point.Regards,Vibha",MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please have the overlap analysis report for your review.FA",MAA TRANSITION ANALYSIS/Ready to Send
"Please find attached Overlap analysis for your review. Same has been uploaded on the SharePoint.Regards,Aryaman Seth",MAA TRANSITION ANALYSIS/Ready to Send
Please find attached Overlap Analysis. Same has been uploaded on share point.Ticker used:Research Based Income & Growth - 28S02572Fiera Apex Smid Growth - 28S00174Earnest Partners Mid Cap Core - 28S00154Clearbridge MCG - 28S01075Research Based LC Def - 28S00872FA,MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please have the attached Overlap Analysis report for your review.FA",MAA TRANSITION ANALYSIS/Ready to Send
Please have the Overlap Analysis report for your reviewFA,MAA TRANSITION ANALYSIS/Ready to Send
Please find the attached tax report.FA,MAA TRANSITION ANALYSIS/Ready to Send
Please find the attached tax report.FA,MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please find attached tax impact analysis for your review. Same has been uploaded on Share Point.Kindly note: We have used the below allocation to run this analysis. As the allocation provided in the last mail was exceeding 100%",MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please have the attached Tax Impact Analysis report for your review. Same has been uploaded on the SharePoint.",MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please have the attached Tax Impact Analysis report for your review.Same has been uploaded in the SharePoint.FA",MAA TRANSITION ANALYSIS/Ready to Send
Please have the Tax Analysis re part for your reviewFA,MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please find the attached tax analysis report.RegardsSmriti SandhuFA",MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please find the attached overlap analysis report.Note: There are no overlap in Acct 2862, Acct 2900 & Acct 2901.RegardsSmriti SandhuFA",MAA TRANSITION ANALYSIS/Ready to Send
Please have the Overlap analysis report for your reviewRegardsBhupeshFA,MAA TRANSITION ANALYSIS/Ready to Send
Please have the overlap analysis report for your review. Same has been uploaded on the SharePoint.,MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please find attached Overlap analysis reports for your review. Same has been uploaded on the SharePoint.Regards,Aryaman Seth",MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please find the attached Overlap analysis report for your review. Same has been uploaded on the SharePoint.Thanks and Regards,Bhupender Singh",MAA TRANSITION ANALYSIS/Ready to Send
"Please find the attached Overlap analysis report for your review. Same has been uploaded on the SharePoint.Thanks and Regards,Bhupender Singh",MAA TRANSITION ANALYSIS/Ready to Send
"Hi Team,Please have the Overlap analysis re port for your review. Same has been uploaded on the Share Point.",MAA TRANSITION ANALYSIS/Ready to Send
Please find attached Overlap Analysis. Same has been uploaded on share point.FA,MAA TRANSITION ANALYSIS/Ready to Send
"Could you please assist us with a tax impact analysis/analyses on thefollowing:- An $85,000 withdrawal from account 5NN-19908- A $143,000 withdrawal from account 5NN-26534Best,Akshay C. Patel",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Can you please run an analysis on what the tax impact would be fromswitching from 28S00333 (Clearbridge Legg Mason SMA) into 28CCPHPD which is60% allocation to JP Morgan Large Cap Growth SMA and 40% Allocation toNeuberger Berman Large Cap Value SMA?Best,Akshay C. Patel",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Our clients William & Debra Shwartz are currently invested within thefollowing strategies on the PIA platform. We would like to request a taxanalysis to transition these accounts to CUstom Managed strategy typesbelow made up of the following investment sleeves:281-21716Current Strategy:- PIA Defined Strategy Mod AggNew Strategy70% Research Equity Income & Growth 28s0257222% CIO Fixed Income MF/ETF 28s007868% SPDR Gold ETF281-11202Current Strategy: - PIA Defined  Strategy Mod AggNew Strategy60% Research Equity Income & Growth 28s0257232% CIO Fixed Income MF/ETF 28s007868% SPDR Gold ETFBest,Akshay C. Patel",MAA TRANSITION ANALYSIS/Tax Impact Requests
"MAA Transition AnalysisGood Afternoon. Could you please provide us with a possible capitalgain/loss analysis if we were to request a withdrawal at a loss in theamount of $200,000 from 62011473 and $100,000 (also at a loss) for620-77943.Please note a tax sell was completed on 2/14 for both accounts so weanticipate a rebalance back into the respective strategies on or about3/14. Please let us know what the possible tax impact of this would be.As a section option, if cash is left as in 62011473 and 620-77943 and wedon't make any changes, please provide us with the possible capitalgain/loss analysis for the rebalance back into the strategy and how much ofthe available cash would be reinvested.Best,Akshay C. Patel",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Our client is currently maned in PIA. we would like to request a taxanalysis to move this account to the following sleeves:40 % Research equity income and growth 28s0257252% CIO Fixed Income8% SPDR Gold ETFBest,Akshay C. Patel",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Please run a portfolio rebalance tax analysis on 6UBBBJVBHF. Please giverealized cap gain.Account rebalance will be50% - 28s0087250% - 28s00870Best,Akshay C. Patel",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Please provide tax impact analysis for account 42541138Proposed Custom Model28S00869  5%28S00868  36%28S00873  36%28S00876  2%28S00696  1%28S00316  1%Best,Akshay C. Patel",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Please run a tax impact for 7WD-10G69 against the below:LONDON COMPANY DIVIDEND FOCUSED: 28S00358 - 6.11%JPM MCV 28S00231 - 9.64%BAHL & GAYNOR 28S00164 - 10.57%JOHN HANCOCK LCC 28S00282 - 17,82%LOOMIS LCG 28S00241 - 29.26%JANUS MCG 28S00344 - 7.14%BLACKROCK ST TAX FI 28S01867 - 14.88%SEIX 28S00210 - 4.58%FA",MAA TRANSITION ANALYSIS/Tax Impact Requests
Can you let us know the potential capital gains for 7NJ-10788 if we change from the current portfolio sleeves:60% Research-Based Growth 2850087040% Research-Based Income 28500868100% Research-Based Income 28500868,MAA TRANSITION ANALYSIS/Tax Impact Requests
"Please run a tax impact for 736-15592 reflecting a $100,000 withdrawal against 28500872.",MAA TRANSITION ANALYSIS/Tax Impact Requests
Please provide Tax Impact Analysis to change strategy to:PW LOU CIO Nov 202128CCKLYAComponents of 28CCKLYA:CIO AGGRESSIVE ETF sZ/STY28500B02CIO FO ETF SECTOR US IN & GR28500797VANGUARD DIVIDEND APPRECIATIONVIGFA,MAA TRANSITION ANALYSIS/Tax Impact Requests
"Will you please run an overlap and tax analysis on account 5NP-24476 being enrolled in the below strategy,28502572Research Based ~ Equity Income & Growth",MAA TRANSITION ANALYSIS/Tax Impact Requests
Please run an analysis of implementing the below strategy in 81N-20608:SPDR S&P 500VANGUARD DIVIDEND APPRECIATIONJP MORGAN EQUITY INCOMESHARES RUSSELL MC ETFSHARES RUSSELL 2000 IN DEXISHÄRES MSCI EAFE INDEX FUNDISHARES MSCI EM ETFLORD ABBETT SHORT DUR INCOMEVANGUARD SHORT-TERM BONDGUGGENHEIM TOTAL RETURN BOND FD INSTL CLASSEATON VANCE FLOATING RATE FDBLACKROCK STRATEGICINCOMENEUBERGER BERMAN LONG SHORT,MAA TRANSITION ANALYSIS/Tax Impact Requests
"May I please get a tax analysis fot dient, Ed Arshi, 70W-19199? Thank you!Carrent: Costom Ay NE/CLARG/MSEOX 60/35/5 - 28CCNFMPde arbindge SMA2850033335.00%Neubeger Berman SMA2850035760.00%Morgan Stanley Capital Growth28/MSEQX5%FA",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Good afternoon,We have an account 21V-28210 that has to be transitioned from the Blackrock Pl and re-enroll into ML one. This account is in a CMA account and hasconsiderable unrealzed gains. I wanted to see if we could get an analysis done on the transition and what if any tax implications will follow. Could you let meknow what information you will need to review? Below is some of the info that I believe you will need.The S codes for the current Blackrock strategy sleeve is 28500137 and 28501964,The Blackrock ML one strategy that we're looking to move into is the Equity Dividend Balanced with Municipal (28501966).",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Capital gains analysis for 732-17094:The underlying holdings in current portfolio 28CCIIVN are;28500869 33,4%28500870 33.3%28500872 33.3%Moving to 28CCRCIS which holds:28502572 50%28500872 50%Please let us know the capital gains effect of this transition.Thank you,FA",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Hello MAA,Please conduct a tax impact analysis of the attached holdings in account 2CT-11442 going into a custom core portfolio with the following holdings and allocationweighting:FIRST TR SMALL CAP CORE ALPHADEX FD 31MA7FIXFIRST TRUST US EQUITY OPPORTUNITIES ETF 287E7FPX2307INVESCO S&P 500 PURE GROWTH ETF 310U6RPG31006INVESCO S&P 500 PURE VALUE ETF 310T4RPV310TA95ISH TR CORE DIVID GROWTH ETF 39W26OGRO39W26ISMARES CORE S&P TOTAL U,S, STOCK MARKET ETF 31FK9ITOT31F913SHARES INC CORE MSCI EMERGING MKTS ETF 39T51lEMG39T51SHARES TR CORE MSCI TOTAL INTL STK ETF 39T50IXUS3975019SCHWAB FUNDAMENTAL INTERNATIONAL SMALL COMPANY INDEX ETF 39U45FNDC39U45CASH-CASHUS DollarVANGUARD DIVIDEND APPRECIATION ETF 31KM9VIG31KM9VANGUARD INTERNATIONAL DIVIDEND APPRECIATION INDEX FUND 39QD3VIGI39QD3VANGUARD REAL ESTATE ETF 31FX2VNQ31FX2VANGUARD TOTAL STK MKT ETF 31AUO31AUO15 5",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Good Morning All,MA - Please the holdings and unrealized gains/loss for account 690-14104 and provide the transition analysis to the below Custom Managed Strategy. Pleaselet us know if you need anything else.69Q-14104 weightings:",MAA TRANSITION ANALYSIS/Tax Impact Requests
Can you please tell me the potential realized gain if we were to raise $40K from the above referenced account? Specifically while trying to raise at most at a loss?,MAA TRANSITION ANALYSIS/Tax Impact Requests
"Hi Team,Could you please run a tax impact analysis of the below two scenarios;Account 857 65902 - Prom current (Research Large Cap Detenaive to Research Equity Income 28500868)Account 857-65906 - Cunently unmanaged inte 28CBQRGN",MAA TRANSITION ANALYSIS/Tax Impact Requests
Can you please provide a transition analysis for 57J-23376 moving to20% Clearbridge LG 28S0033310% Cohen and Steers 28S0032430% JPM 2850116220% Lazard 2850019610% Earnest SMID 2850035410% Riverbridge SMID Growth 28500243FA,MAA TRANSITION ANALYSIS/Tax Impact Requests
"MAA,Can you please run an tax impact analysis on the attached holdings for Blackrock PI account 744-14043 to the below MNGD strategy, ML1 equivalent variation?Amy is meeting with the client at 10 am (EST) tomorrow and would appreciate a quick turnaround,28901966",MAA TRANSITION ANALYSIS/Tax Impact Requests
Could you please help with a tax analysis for taking account 272-13812 and enrolling in the following strategy:28500241 - 35.7%28500297 - 21.43%28500371 - 14.29%28500324 - 14.29%XMMO-14.29%,MAA TRANSITION ANALYSIS/Tax Impact Requests
"HiMAA team,Can you please run an analysis of moving account assets from 8UF10178 to 28502548 wing LIFO and FIFO?From: Account # is 8UF10178To: CIO Flex 28s code =28S02548Let me know if you need additional information.Thank you,",MAA TRANSITION ANALYSIS/Tax Impact Requests
"Please provide an estimated tax impact on 7WD-10G69 if we were to update the strategy to the following. We are liquidating the 2 highlighted sleeves. The restof the sleeves are weighted based on yesterday's closing prices. Thanks, DanielLONDON COMPANY DIVIDEND FOCUSED: 28S00358 - 6.11%JPM MCV 28S00231 - 9.64%BAHL & GAYNOR 28S00164 - 10.57%JOHN HANCOCK LCC 28S00282 - 17.82%LOOMIS LG 28S00241 - 29.26%JANUS MCG 28S00344 - 7.14%BLACKROCK ST TAX FI 28S01867 - 14.88%SEIX 28S00210 - 4.58%COHEN & STEERS PFD 28500127 - this sleeve would be fully liquidatedLA INT MUNI 28S00155 - this sleeve would be fully liquidated",MAA TRANSITION ANALYSIS/Tax Impact Requests
New strategy: 285022542850016428TOIEFA28T00DVY28FCMNIX28FGTEYX28FPPRMX28FSCFFX28FPFTPXFA,MAA TRANSITION ANALYSIS/Tax Impact Requests
Can you please run tax transition if we switch account # 859-54222 into CIO Mod Conservative ETF Size/Style Tax Aware (28S01806)?,MAA TRANSITION ANALYSIS/Tax Impact Requests
"Good Morning MAA,Can you please provide two transition analysis on account 650-14462 for100% Research Based Equity Income and Growth 28$02572100% Nuveen Dividend Growth 28800172FA",MAA TRANSITION ANALYSIS/Tax Impact Requests
Can you please determine potential capital gains by moving the above account to the following model:GTC Prime 22 Aggressive28FODVYX 9%,MAA TRANSITION ANALYSIS/Tax Impact Requests
